Ageing Population/Social Care for the Elderly,AIDS,Animal Welfare,Bird Flu/Flu Pandemic,BSE/Beef,Coronavirus/Pandemic Diseases,Coal Review/Pit Closures,Common Market/EU/Europe/Single European Currency,Countryside/Rural Life,Crime/Law & Order/Violence/Vandalism,Don't know,Defence/Foreign Affairs/International Terrorism,Drug Abuse,Economy/Economic Situation,Education/Schools,Foot And Mouth Outbreak/Farming Crisis,GM/GM (Genetically Modified) Foods,German Reunification/Eastern Europe,Heathrow/third runway at Heathrow,Housing,Immigration,Inflation/Prices,Inner Cities,Local Government/Council Tax/Poll Tax,Lack of faith in govt/politics,Low Pay/Minimum Wage/Fair Wages,Morality/Individual Behaviour,NHS / Hospitals / Health Care,Northern Ireland,Nuclear Power/Fuels,Nationalisation/Government control of institutions,Nuclear Weapons/Nuclear War/Disarmament,Other,Pensions/Social Security,Petrol Prices/Fuel,Pollution/Environment,Pound/Exchange Rate/Value Of Pound,Poverty/Inequality,Privatisation,Public Services In General,Race Relations/Immigration/Immigrants,Scottish Assembly,Scottish/Welsh Assembly/Devolution Constitutional Reform,Trade Unions/Strikes,Taxation,Transport/Public Transport,Tsunami/South East Asia,Unemployment/Factory Closure/Lack Of Industry,date,month,year,Date
,,1.0,,1.0,,,21.0,2.0,30.0,3.0,3.0,6.0,11.0,32.0,,1.0,,,6.0,,3.0,,2.0,,3.0,4.0,50.0,1.0,,,,17.0,8.0,8.0,6.0,2.0,6.0,1.0,,11.0,,1.0,,6.0,9.0,,12.0,Jan-01,1.0,2001,2001-01-01
,1.0,,,1.0,,,23.0,1.0,25.0,4.0,5.0,5.0,11.0,37.0,,1.0,,,7.0,,2.0,,1.0,,3.0,3.0,48.0,1.0,,,1.0,13.0,11.0,8.0,5.0,1.0,6.0,1.0,,18.0,,1.0,0.0,7.0,9.0,,12.0,Feb-01,2.0,2001,2001-02-01
,,2.0,,5.0,,,17.0,3.0,16.0,4.0,1.0,5.0,9.0,29.0,49.0,1.0,,,4.0,,2.0,,1.0,,2.0,2.0,37.0,1.0,,,,8.0,8.0,4.0,4.0,1.0,5.0,,,10.0,,,,5.0,6.0,,10.0,Mar-01,3.0,2001,2001-03-01
,1.0,2.0,,4.0,,,14.0,3.0,19.0,4.0,3.0,6.0,10.0,32.0,41.0,1.0,,,5.0,,1.0,,1.0,,2.0,3.0,41.0,1.0,,,,11.0,8.0,7.0,5.0,,6.0,,,16.0,,,,4.0,4.0,,12.0,Apr-01,4.0,2001,2001-04-01
,,1.0,,1.0,,,24.0,2.0,29.0,5.0,2.0,9.0,10.0,44.0,7.0,,,,6.0,,2.0,,1.0,,2.0,4.0,58.0,1.0,,,1.0,12.0,11.0,4.0,6.0,2.0,6.0,1.0,,14.0,,1.0,0.0,4.0,11.0,,10.0,Jun-01,6.0,2001,2001-06-01
,,,,1.0,,,20.0,3.0,32.0,3.0,2.0,5.0,12.0,34.0,4.0,1.0,,,6.0,,2.0,,2.0,,2.0,4.0,52.0,1.0,,,1.0,11.0,10.0,3.0,8.0,1.0,6.0,1.0,,17.0,,1.0,,5.0,11.0,,11.0,Jul-01,7.0,2001,2001-07-01
,1.0,2.0,,2.0,,,22.0,2.0,22.0,0.0,2.0,4.0,13.0,35.0,7.0,1.0,,,6.0,,2.0,,2.0,,3.0,4.0,54.0,1.0,,,,11.0,8.0,3.0,4.0,1.0,5.0,1.0,,23.0,,,0.0,5.0,9.0,,13.0,Aug-01,8.0,2001,2001-08-01
,,,,1.0,,,9.0,1.0,15.0,0.0,60.0,4.0,15.0,30.0,3.0,,,,4.0,,2.0,,1.0,,2.0,2.0,43.0,1.0,,,4.0,13.0,7.0,2.0,3.0,1.0,4.0,1.0,,27.0,,,,3.0,5.0,,11.0,Sep-01,9.0,2001,2001-09-01
,,1.0,,1.0,,,7.0,1.0,14.0,4.0,57.0,3.0,12.0,31.0,3.0,,,,4.0,,2.0,,2.0,,3.0,4.0,49.0,2.0,,,3.0,10.0,7.0,,2.0,1.0,5.0,1.0,,17.0,,,,2.0,8.0,,12.0,Oct-01,10.0,2001,2001-10-01
,,1.0,,1.0,,,19.0,2.0,19.0,4.0,40.0,4.0,15.0,29.0,2.0,,,,5.0,,1.0,,2.0,,2.0,3.0,49.0,2.0,,,2.0,10.0,8.0,2.0,2.0,,4.0,,,12.0,,,0.0,2.0,10.0,,14.0,Nov-01,11.0,2001,2001-11-01
,,,,,,,13.0,1.0,23.0,4.0,13.0,5.0,12.0,32.0,2.0,,,,3.0,,2.0,,2.0,,2.0,4.0,66.0,2.0,,,2.0,11.0,6.0,2.0,2.0,2.0,6.0,2.0,,16.0,,,,3.0,22.0,,9.0,Jan-02,1.0,2002,2002-01-01
,,1.0,,,,,13.0,1.0,28.0,4.0,11.0,5.0,7.0,28.0,1.0,,,,4.0,,2.0,,2.0,,1.0,4.0,72.0,,,,1.0,14.0,10.0,1.0,3.0,1.0,5.0,,,18.0,,,,6.0,18.0,,10.0,Feb-02,2.0,2002,2002-02-01
,1.0,1.0,,,,,11.0,1.0,37.0,4.0,18.0,7.0,8.0,30.0,1.0,,,,4.0,,2.0,,1.0,,2.0,4.0,58.0,1.0,,,3.0,12.0,10.0,1.0,3.0,1.0,7.0,1.0,,15.0,,,,2.0,14.0,,8.0,Mar-02,3.0,2002,2002-03-01
,,,,,,,10.0,1.0,29.0,5.0,19.0,6.0,8.0,28.0,1.0,,,,5.0,,1.0,,2.0,,3.0,6.0,66.0,1.0,,,2.0,10.0,9.0,2.0,4.0,1.0,6.0,1.0,,13.0,,,,5.0,12.0,,8.0,Apr-02,4.0,2002,2002-04-01
,,,,,,,14.0,3.0,34.0,4.0,13.0,13.0,8.0,32.0,1.0,,,,7.0,,1.0,,1.0,,2.0,5.0,50.0,,,,3.0,11.0,9.0,1.0,3.0,2.0,4.0,,,39.0,,,,3.0,16.0,,6.0,May-02,5.0,2002,2002-05-01
,,,,,,,14.0,1.0,31.0,4.0,13.0,10.0,9.0,29.0,,1.0,,,7.0,,2.0,,1.0,,2.0,4.0,54.0,1.0,,,2.0,14.0,11.0,1.0,4.0,1.0,5.0,,,32.0,,1.0,,4.0,17.0,,6.0,Jun-02,6.0,2002,2002-06-01
,,,,,,,11.0,,31.0,4.0,10.0,,12.0,37.0,,,,,8.0,,3.0,,1.0,,,,55.0,,,,2.0,15.0,11.0,,2.0,,,,,22.0,,,1.0,,,,10.0,Jul-02,7.0,2002,2002-07-01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-02,8.0,2002,2002-08-01
,,,,,,,8.0,,28.0,3.0,34.0,,10.0,31.0,,,,,6.0,,2.0,,1.0,,,,41.0,1.0,,,9.0,17.0,9.0,,2.0,,,,,21.0,,,1.0,,,,8.0,Sep-02,9.0,2002,2002-09-01
,1.0,,,,,,8.0,1.0,28.0,4.0,35.0,7.0,7.0,32.0,1.0,,,,6.0,,4.0,,2.0,,4.0,3.0,45.0,3.0,,,8.0,15.0,9.0,1.0,2.0,1.0,6.0,1.0,,18.0,,,2.0,4.0,11.0,,10.0,Oct-02,10.0,2002,2002-10-01
,1.0,,,,,,8.0,1.0,30.0,3.0,40.0,6.0,10.0,29.0,,,,,6.0,,3.0,,2.0,,5.0,5.0,42.0,,,,10.0,17.0,12.0,,3.0,1.0,6.0,1.0,,18.0,,0.0,11.0,3.0,8.0,,9.0,Nov-02,11.0,2002,2002-11-01
,1.0,,,,,,8.0,1.0,23.0,5.0,35.0,6.0,12.0,29.0,,,,,6.0,,4.0,,1.0,,5.0,4.0,38.0,,,,7.0,13.0,13.0,1.0,2.0,1.0,7.0,1.0,,23.0,,0.0,4.0,5.0,12.0,,9.0,Dec-02,12.0,2002,2002-12-01
,,,,,,,5.0,1.0,21.0,3.0,64.0,6.0,12.0,27.0,1.0,,,,4.0,,3.0,,2.0,,3.0,4.0,35.0,,,,9.0,11.0,6.0,1.0,1.0,0.0,5.0,1.0,,34.0,,,2.0,3.0,6.0,,6.0,Jan-03,1.0,2003,2003-01-01
,,,,,,,4.0,1.0,20.0,2.0,69.0,5.0,10.0,27.0,,,,,6.0,,2.0,,1.0,,4.0,4.0,44.0,,,,11.0,11.0,11.0,2.0,2.0,1.0,5.0,1.0,,27.0,,,1.0,5.0,11.0,,9.0,Feb-03,2.0,2003,2003-02-01
,,,,,,,5.0,1.0,18.0,3.0,64.0,2.0,13.0,27.0,,,,,5.0,,3.0,,2.0,,2.0,3.0,42.0,,,,9.0,14.0,9.0,1.0,2.0,,5.0,,,26.0,,,2.0,7.0,9.0,,8.0,Mar-03,3.0,2003,2003-03-01
,,,,,,,7.0,2.0,19.0,4.0,26.0,5.0,15.0,32.0,1.0,,,,5.0,,2.0,,2.0,,2.0,3.0,49.0,,,,3.0,13.0,9.0,1.0,3.0,,7.0,1.0,,27.0,,,,7.0,6.0,,10.0,Apr-03,4.0,2003,2003-04-01
,,1.0,,,,,22.0,1.0,25.0,5.0,24.0,5.0,13.0,30.0,,,,,5.0,,2.0,,2.0,,3.0,3.0,39.0,1.0,,,3.0,13.0,10.0,1.0,2.0,1.0,6.0,,,33.0,,,,6.0,5.0,,8.0,May-03,5.0,2003,2003-05-01
,,,,,,,26.0,1.0,22.0,6.0,21.0,6.0,10.0,27.0,0.0,1.0,,,6.0,,3.0,,3.0,,1.0,5.0,41.0,,,,2.0,13.0,9.0,1.0,3.0,1.0,6.0,,,29.0,,,,6.0,9.0,,7.0,Jun-03,6.0,2003,2003-06-01
,1.0,,,1.0,,,11.0,1.0,26.0,5.0,24.0,4.0,9.0,33.0,,1.0,,,6.0,,2.0,,1.0,,2.0,6.0,43.0,,,,4.0,15.0,11.0,1.0,4.0,1.0,6.0,1.0,,29.0,,1.0,1.0,4.0,9.0,,10.0,Jul-03,7.0,2003,2003-07-01
,,,,,,,9.0,1.0,24.0,5.0,20.0,6.0,12.0,33.0,,,,,7.0,,3.0,,3.0,,3.0,5.0,45.0,,,,4.0,16.0,10.0,1.0,2.0,1.0,6.0,1.0,,35.0,,,,6.0,10.0,,10.0,Aug-03,8.0,2003,2003-08-01
,1.0,,,,,,13.0,1.0,24.0,0.0,37.0,6.0,14.0,28.0,,1.0,,,7.0,,2.0,,2.0,,3.0,5.0,40.0,,,,4.0,20.0,12.0,1.0,2.0,,5.0,,,29.0,,,1.0,6.0,7.0,,9.0,Sep-03,9.0,2003,2003-09-01
,1.0,1.0,,,,,12.0,1.0,25.0,7.0,21.0,6.0,10.0,26.0,,1.0,,,5.0,,2.0,,2.0,,2.0,4.0,40.0,1.0,,,2.0,16.0,11.0,1.0,2.0,,5.0,1.0,,34.0,,,,8.0,8.0,,7.0,Oct-03,10.0,2003,2003-10-01
,1.0,,,,,,7.0,1.0,29.0,6.0,40.0,4.0,11.0,27.0,,,,,5.0,,2.0,,3.0,,2.0,6.0,46.0,,,,3.0,16.0,10.0,1.0,2.0,1.0,5.0,1.0,,26.0,,,1.0,7.0,7.0,,8.0,Nov-03,11.0,2003,2003-11-01
,1.0,,,,,,12.0,1.0,22.0,6.0,26.0,5.0,12.0,33.0,,,,,5.0,,2.0,,4.0,,2.0,4.0,41.0,,,,4.0,17.0,11.0,1.0,4.0,,6.0,1.0,,29.0,,1.0,,10.0,8.0,,7.0,Dec-03,12.0,2003,2003-12-01
,,,,,,,9.0,2.0,23.0,6.0,26.0,4.0,10.0,32.0,,1.0,,,6.0,,2.0,,4.0,,2.0,4.0,36.0,,,,3.0,15.0,13.0,1.0,4.0,,5.0,1.0,4.0,29.0,,1.0,,11.0,9.0,,8.0,Jan-04,1.0,2004,2004-01-01
,,,,,,,7.0,1.0,26.0,5.0,28.0,6.0,9.0,33.0,,1.0,,,5.0,,2.0,,4.0,,2.0,5.0,37.0,0.0,,,3.0,14.0,13.0,1.0,3.0,1.0,5.0,1.0,3.0,35.0,,1.0,0.0,10.0,6.0,,8.0,Feb-04,2.0,2004,2004-02-01
,,,,0.0,,,5.0,1.0,22.0,5.0,41.0,6.0,11.0,27.0,,2.0,,,6.0,,3.0,,4.0,,2.0,7.0,35.0,,,,2.0,15.0,12.0,,4.0,,6.0,1.0,5.0,31.0,,1.0,,10.0,7.0,,8.0,Mar-04,3.0,2004,2004-03-01
,1.0,,,0.0,,,9.0,1.0,19.0,3.0,47.0,3.0,9.0,29.0,,,,,8.0,,2.0,,2.0,,2.0,4.0,34.0,,,,4.0,13.0,10.0,1.0,2.0,,6.0,,3.0,36.0,,,,7.0,5.0,,7.0,Apr-04,4.0,2004,2004-04-01
,,,,,,,17.0,1.0,21.0,4.0,47.0,6.0,9.0,25.0,,1.0,,,8.0,,3.0,,3.0,,2.0,4.0,34.0,,,,3.0,13.0,9.0,3.0,4.0,,5.0,,3.0,30.0,,,,8.0,7.0,,7.0,May-04,5.0,2004,2004-05-01
,,0.0,,0.0,,,16.0,1.0,20.0,5.0,35.0,5.0,7.0,28.0,,1.0,,,7.0,,2.0,,1.0,,1.0,4.0,44.0,0.0,,,1.0,14.0,10.0,3.0,3.0,1.0,4.0,0.0,3.0,28.0,,,,5.0,7.0,,6.0,Jun-04,6.0,2004,2004-06-01
,,,,,,,11.0,1.0,28.0,4.0,34.0,4.0,10.0,27.0,,1.0,,,7.0,,2.0,,3.0,,2.0,4.0,40.0,0.0,,,2.0,13.0,12.0,2.0,2.0,1.0,5.0,1.0,5.0,31.0,,,,9.0,8.0,,7.0,Jul-04,7.0,2004,2004-07-01
,,,,,,,9.0,,28.0,5.0,38.0,6.0,10.0,23.0,0.0,1.0,,,6.0,,4.0,,4.0,,1.0,4.0,34.0,,,,2.0,14.0,8.0,3.0,4.0,,3.0,1.0,2.0,30.0,,,,8.0,6.0,,7.0,Aug-04,8.0,2004,2004-08-01
,,,,,,,8.0,1.0,27.0,5.0,36.0,6.0,10.0,29.0,,1.0,,,7.0,,3.0,,3.0,,2.0,5.0,34.0,,,,1.0,15.0,15.0,2.0,4.0,1.0,4.0,,4.0,26.0,,,,8.0,5.0,,8.0,Sep-04,9.0,2004,2004-09-01
,0.0,,,,,,7.0,2.0,28.0,4.0,47.0,7.0,11.0,26.0,0.0,,,,7.0,,3.0,,2.0,,1.0,4.0,36.0,,,,2.0,11.0,20.0,1.0,3.0,1.0,5.0,,3.0,25.0,,,0.0,9.0,4.0,,7.0,Oct-04,10.0,2004,2004-10-01
,1.0,,,,,,9.0,1.0,27.0,5.0,47.0,6.0,10.0,22.0,,1.0,,,5.0,,2.0,,1.0,,2.0,5.0,32.0,,,,2.0,16.0,12.0,2.0,5.0,1.0,6.0,1.0,3.0,24.0,,,0.0,6.0,6.0,,6.0,Nov-04,11.0,2004,2004-11-01
,,1.0,,,,,6.0,1.0,30.0,5.0,40.0,5.0,10.0,25.0,,,,,6.0,,2.0,,2.0,,2.0,6.0,33.0,,,,2.0,16.0,13.0,2.0,4.0,,7.0,1.0,4.0,25.0,,,,9.0,7.0,,6.0,Dec-04,12.0,2004,2004-12-01
,,1.0,,0.0,,,7.0,2.0,26.0,6.0,34.0,5.0,10.0,24.0,,1.0,,,8.0,,2.0,,3.0,,2.0,6.0,34.0,,,,2.0,13.0,11.0,1.0,5.0,1.0,8.0,1.0,3.0,26.0,,,0.0,8.0,4.0,3.0,7.0,Jan-05,1.0,2005,2005-01-01
,,1.0,,,,,8.0,1.0,29.0,5.0,25.0,5.0,10.0,26.0,,,,,7.0,,2.0,,3.0,,2.0,6.0,38.0,,,,1.0,12.0,14.0,1.0,6.0,,7.0,1.0,3.0,40.0,,,,7.0,4.0,,8.0,Feb-05,2.0,2005,2005-02-01
,,1.0,,0.0,,,5.0,2.0,29.0,4.0,24.0,6.0,12.0,30.0,1.0,1.0,,,9.0,,2.0,,3.0,,2.0,6.0,44.0,,,,1.0,14.0,13.0,2.0,4.0,,8.0,,3.0,33.0,,,,6.0,4.0,,8.0,Mar-05,3.0,2005,2005-03-01
,,,,,,,9.0,1.0,40.0,4.0,14.0,7.0,11.0,26.0,,,,,8.0,,2.0,,3.0,,1.0,10.0,36.0,,,,1.0,15.0,14.0,2.0,6.0,,5.0,,3.0,27.0,,,,8.0,4.0,,7.0,May-05,5.0,2005,2005-05-01
,,,,,,,19.0,1.0,30.0,6.0,16.0,4.0,11.0,24.0,,,,,6.0,,2.0,,2.0,,1.0,4.0,36.0,0.0,,,1.0,13.0,11.0,1.0,7.0,,7.0,,2.0,33.0,,,,8.0,5.0,1.0,8.0,Jun-05,6.0,2005,2005-06-01
,0.0,,,,,,7.0,1.0,25.0,3.0,58.0,3.0,10.0,20.0,,,,,5.0,,1.0,,2.0,,2.0,5.0,29.0,,,,1.0,6.0,8.0,2.0,7.0,,7.0,,2.0,32.0,,,0.0,6.0,5.0,1.0,8.0,Jul-05,7.0,2005,2005-07-01
,,,,,,,4.0,1.0,24.0,3.0,56.0,4.0,13.0,19.0,,,,,6.0,,2.0,,2.0,,1.0,4.0,28.0,,,,1.0,8.0,8.0,4.0,4.0,,7.0,,1.0,35.0,,,,4.0,3.0,,7.0,Aug-05,8.0,2005,2005-08-01
,,,,,,,5.0,1.0,25.0,3.0,46.0,5.0,11.0,21.0,,,,,5.0,,3.0,,3.0,,2.0,7.0,28.0,,,,2.0,11.0,10.0,5.0,6.0,,6.0,,2.0,32.0,,,0.0,8.0,4.0,,7.0,Sep-05,9.0,2005,2005-09-01
,1.0,,,,,,5.0,1.0,31.0,5.0,31.0,6.0,10.0,26.0,,,,,6.0,,2.0,,4.0,,1.0,5.0,34.0,,,,1.0,6.0,12.0,3.0,6.0,,6.0,,3.0,30.0,,0.0,0.0,7.0,4.0,1.0,6.0,Oct-05,10.0,2005,2005-10-01
,,,,,,,3.0,1.0,34.0,4.0,41.0,7.0,13.0,27.0,,1.0,,,4.0,,2.0,,3.0,,1.0,5.0,29.0,,,,1.0,4.0,14.0,1.0,6.0,,4.0,1.0,2.0,25.0,,,,9.0,3.0,,7.0,Nov-05,11.0,2005,2005-11-01
,,,,,,,4.0,2.0,36.0,4.0,26.0,7.0,10.0,28.0,,,,,6.0,,2.0,,3.0,,2.0,7.0,30.0,,,,2.0,6.0,11.0,4.0,9.0,,7.0,1.0,2.0,28.0,,,,7.0,3.0,,7.0,Jan-06,1.0,2006,2006-01-01
,,,,,,,3.0,1.0,28.0,3.0,34.0,6.0,11.0,25.0,,,,,6.0,,2.0,,3.0,,2.0,5.0,33.0,,,,2.0,16.0,13.0,3.0,8.0,,6.0,,,30.0,,1.0,,7.0,3.0,,9.0,Feb-06,2.0,2006,2006-02-01
,,,1.0,,,,3.0,2.0,26.0,4.0,29.0,5.0,9.0,28.0,0.0,,,,6.0,,2.0,,3.0,,2.0,6.0,37.0,,,,2.0,14.0,13.0,2.0,9.0,,8.0,,3.0,30.0,,,,8.0,3.0,0.0,5.0,Mar-06,3.0,2006,2006-03-01
,,,2.0,,,,3.0,2.0,30.0,4.0,23.0,3.0,9.0,28.0,,,,,6.0,,2.0,,2.0,,2.0,5.0,47.0,0.0,,,1.0,16.0,12.0,5.0,11.0,,5.0,,3.0,35.0,,,,7.0,3.0,,7.0,Apr-06,4.0,2006,2006-04-01
,,,,,,,3.0,1.0,36.0,2.0,27.0,5.0,10.0,25.0,,,,,5.0,,3.0,,2.0,,2.0,5.0,38.0,0.0,,,1.0,7.0,20.0,4.0,12.0,,5.0,,2.0,41.0,,,0.0,5.0,2.0,,6.0,May-06,5.0,2006,2006-05-01
,,,,,,,3.0,2.0,41.0,4.0,25.0,5.0,8.0,19.0,,1.0,,,7.0,,2.0,,2.0,,2.0,6.0,35.0,,,,2.0,7.0,10.0,3.0,10.0,0.5,5.0,1.0,2.0,35.0,,1.0,,6.0,3.0,,6.0,Jun-06,6.0,2006,2006-06-01
,0.0,1.0,,,,,3.0,1.0,37.0,4.0,36.0,4.0,9.0,20.0,,,,,6.0,,3.0,,2.0,,1.0,5.0,35.0,0.0,,,2.0,6.0,10.0,6.0,10.0,,7.0,,3.0,38.0,,1.0,,7.0,2.0,,6.0,Jul-06,7.0,2006,2006-07-01
,1.0,1.0,1.0,,,,3.0,1.0,26.0,4.0,38.0,6.0,8.0,19.0,,1.0,,,8.0,,3.0,,3.0,,2.0,4.0,32.0,,,,2.0,6.0,7.0,3.0,10.0,1.0,4.0,,2.0,45.0,,,,7.0,2.0,,5.0,Aug-06,8.0,2006,2006-08-01
,,1.0,,,,,3.0,2.0,30.0,4.0,37.0,5.0,8.0,20.0,1.0,1.0,,,5.0,,2.0,,2.0,,2.0,5.0,38.0,,,,3.0,5.0,7.0,1.0,8.0,,5.0,1.0,2.0,40.0,,0.0,0.0,7.0,3.0,,6.0,Oct-06,10.0,2006,2006-10-01
,1.0,1.0,,,,,3.0,1.0,32.0,4.0,40.0,6.0,9.0,18.0,,,,,6.0,,4.0,,3.0,,2.0,6.0,31.0,,,,1.0,3.0,7.0,2.0,11.0,,5.0,1.0,3.0,38.0,,,,8.0,2.0,1.0,6.0,Nov-06,11.0,2006,2006-11-01
,1.0,,,,,,3.0,1.0,33.0,4.0,35.0,5.0,9.0,21.0,,,,,7.0,,4.0,,1.0,,2.0,6.0,32.0,,,,2.0,4.0,10.0,2.0,13.0,,5.0,1.0,3.0,38.0,,1.0,,9.0,3.0,1.0,6.0,Dec-06,12.0,2006,2006-12-01
,1.0,1.0,,,,,7.0,2.0,37.0,3.0,36.0,11.0,14.0,22.0,,1.0,,,8.0,,7.0,,4.0,,3.0,6.0,27.0,,,,3.0,2.0,8.0,2.0,19.0,1.0,4.0,,3.0,25.0,,,,7.0,2.0,,6.0,Jan-07,1.0,2007,2007-01-01
,1.0,1.0,,,,,2.0,1.0,40.0,4.0,27.0,9.0,10.0,19.0,,,,,10.0,,5.0,,3.0,,2.0,8.0,36.0,,,,1.0,5.0,8.0,1.0,12.0,,5.0,1.0,4.0,36.0,,,1.0,9.0,4.0,,8.0,Apr-07,4.0,2007,2007-04-01
,,1.0,,,,,3.0,1.0,36.0,4.0,27.0,7.0,9.0,23.0,,,,,11.0,,3.0,,3.0,,3.0,6.0,37.0,,,,2.0,6.0,7.0,1.0,10.0,,5.0,1.0,3.0,38.0,,1.0,,6.0,3.0,0.0,7.0,May-07,5.0,2007,2007-05-01
,1.0,1.0,1.0,,,,4.0,2.0,35.0,3.0,27.0,6.0,10.0,22.0,,,,,10.0,,3.0,,3.0,,2.0,7.0,37.0,0.0,,,2.0,5.0,8.0,1.0,13.0,,6.0,1.0,3.0,40.0,,1.0,,6.0,3.0,,8.0,Jun-07,6.0,2007,2007-06-01
,,,,,,,3.0,1.0,35.0,3.0,39.0,7.0,7.0,22.0,0.0,,,,16.0,,3.0,,2.0,,3.0,8.0,30.0,,,,2.0,4.0,6.0,1.0,9.0,,5.0,1.0,3.0,40.0,,1.0,,7.0,3.0,,7.0,Jul-07,7.0,2007,2007-07-01
,1.0,,1.0,,,,3.0,,55.0,4.0,25.0,8.0,9.0,19.0,1.0,1.0,,,9.0,,3.0,,2.0,,2.0,9.0,26.0,,,,2.0,5.0,5.0,1.0,8.0,,6.0,,4.0,35.0,,1.0,,6.0,3.0,,7.0,Aug-07,8.0,2007,2007-08-01
,1.0,1.0,1.0,,,,4.0,1.0,41.0,5.0,22.0,7.0,10.0,17.0,1.0,,,,11.0,,4.0,,2.0,,4.0,7.0,36.0,0.0,,,1.0,6.0,6.0,,7.0,0.0,3.0,1.0,3.0,43.0,,,0.0,8.0,2.0,,8.0,Sep-07,9.0,2007,2007-09-01
,2.0,1.0,1.0,,,,6.0,1.0,38.0,2.0,20.0,9.0,11.0,19.0,,,,,12.0,,5.0,,2.0,,3.0,7.0,40.0,,,,1.0,6.0,6.0,2.0,6.0,,5.0,,3.0,41.0,,,,8.0,3.0,,6.0,Oct-07,10.0,2007,2007-10-01
,2.0,1.0,1.0,,,,4.0,2.0,37.0,2.0,21.0,6.0,13.0,21.0,1.0,,,,15.0,,6.0,,2.0,,4.0,8.0,33.0,0.0,,,2.0,6.0,6.0,6.0,10.0,1.0,6.0,1.0,4.0,46.0,,,1.0,7.0,4.0,,7.0,Dec-07,12.0,2007,2007-12-01
,1.0,1.0,1.0,,,,2.0,1.0,47.0,3.0,20.0,7.0,20.0,18.0,,,,,9.0,,8.0,,3.0,,4.0,8.0,33.0,0.0,,,1.0,4.0,5.0,5.0,8.0,1.0,5.0,1.0,3.0,40.0,,1.0,,7.0,4.0,0.0,9.0,Jan-08,1.0,2008,2008-01-01
,1.0,1.0,,,,,3.0,1.0,50.0,3.0,16.0,8.0,18.0,17.0,,,,,12.0,,9.0,,3.0,,4.0,10.0,25.0,0.0,,,1.0,6.0,6.0,4.0,7.0,1.0,5.0,,3.0,44.0,,,,8.0,3.0,,6.0,Feb-08,2.0,2008,2008-02-01
,,1.0,,,,,3.0,1.0,40.0,3.0,17.0,7.0,23.0,17.0,,,,,10.0,,11.0,,4.0,,4.0,9.0,24.0,,,,2.0,4.0,6.0,6.0,10.0,1.0,7.0,1.0,4.0,44.0,,1.0,0.0,11.0,3.0,,6.0,Mar-08,3.0,2008,2008-03-01
,1.0,,,,,,4.0,1.0,35.0,4.0,20.0,8.0,33.0,14.0,,,,,13.0,,11.0,,3.0,,4.0,7.0,23.0,,,,1.0,4.0,6.0,6.0,7.0,1.0,7.0,1.0,3.0,42.0,,1.0,,11.0,2.0,,6.0,Apr-08,4.0,2008,2008-04-01
,1.0,1.0,,,,,2.0,1.0,41.0,3.0,13.0,6.0,34.0,13.0,,,,,15.0,,21.0,,2.0,,5.0,7.0,19.0,,,,1.0,4.0,7.0,9.0,8.0,1.0,8.0,1.0,4.0,37.0,,1.0,0.0,9.0,2.0,,6.0,May-08,5.0,2008,2008-05-01
,1.0,1.0,,,,,4.0,2.0,38.0,2.0,20.0,6.0,32.0,16.0,,1.0,,,12.0,,22.0,,2.0,,4.0,6.0,19.0,0.0,,,1.0,6.0,7.0,16.0,9.0,1.0,7.0,1.0,3.0,30.0,,,,9.0,2.0,,6.0,Jun-08,6.0,2008,2008-06-01
,1.0,,,,,,3.0,2.0,39.0,3.0,15.0,6.0,42.0,13.0,,,,,11.0,,23.0,,2.0,,3.0,6.0,16.0,,,,1.0,6.0,4.0,15.0,7.0,1.0,8.0,,2.0,26.0,,,,7.0,2.0,,9.0,Jul-08,7.0,2008,2008-07-01
,1.0,1.0,1.0,,,,3.0,1.0,47.0,2.0,15.0,7.0,41.0,12.0,0.0,,,,13.0,,26.0,,3.0,,4.0,9.0,15.0,,,,1.0,8.0,4.0,10.0,7.0,,6.0,,2.0,25.0,,1.0,,5.0,2.0,,7.0,Aug-08,8.0,2008,2008-08-01
,,,,,,,1.0,1.0,40.0,3.0,12.0,7.0,55.0,12.0,,,,,9.0,,22.0,,3.0,,4.0,7.0,17.0,0.0,,,1.0,5.0,5.0,8.0,8.0,1.0,7.0,1.0,3.0,27.0,,1.0,,6.0,1.0,,11.0,Sep-08,9.0,2008,2008-09-01
,,,,,,,1.0,1.0,33.0,3.0,10.0,6.0,58.0,12.0,,,,,7.0,,21.0,,2.0,,4.0,7.0,18.0,,,,0.0,6.0,4.0,4.0,6.0,2.0,8.0,1.0,3.0,27.0,,,0.0,3.0,2.0,,14.0,Oct-08,10.0,2008,2008-10-01
,,,0.0,,,,2.0,,38.0,4.0,13.0,5.0,62.0,9.0,0.0,,,,8.0,,18.0,,2.0,,3.0,8.0,13.0,,,,1.0,6.0,4.0,3.0,7.0,2.0,6.0,,2.0,22.0,,,,3.0,2.0,,15.0,Nov-08,11.0,2008,2008-11-01
,,1.0,0.0,,,,1.0,1.0,35.0,2.0,13.0,6.0,66.0,10.0,0.0,,,,7.0,,17.0,,2.0,,3.0,7.0,12.0,0.0,,,1.0,7.0,4.0,2.0,6.0,3.0,8.0,,1.0,22.0,,,,2.0,2.0,,15.0,Dec-08,12.0,2008,2008-12-01
